,Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,Total_Bathrooms,Total_porch_SF,hasPool,hasBasement,hasFirePlaces,has2ndFloor,GrupoPrecio
1599,1793,1_story_1946_,RL,9.35018926709258,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1960_1990,1960_1990,Gable,CompShg,HdBoard,HdBoard,None,0,Fa,TA,CBlock,TA,Fa,No,Rec,6.7719355558396,Rec,60,4.69134788222914,1040,GasA,Gd,Y,SBrkr,1040,0,0,6.94793706861497,1,0,1,0,3,0.693147180559945,TA,6,Min1,1,Po,Attchd,1967,RFn,2,480,TA,TA,Y,0,0,156,0,0,0,NA,MnPrv,NA,0,5,2009,WD,Normal,12.1123421069966,7.64012317269536,2,156,False,True,True,False,Caro
1600,1794,1_story_1946_,RL,8.98857087621512,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1930_1960,1990_,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,CBlock,TA,TA,Mn,Unf,6.61472560020376,Unf,0,5.33271879326537,951,GasA,Gd,Y,SBrkr,951,0,0,6.85856503479136,1,0,1,0,2,0.693147180559945,Gd,6,Typ,0,NA,Detchd,1985,Unf,2,480,TA,TA,Y,0,0,42,0,0,0,NA,NA,Shed,450,9,2009,WD,Normal,12.0220347322577,7.55066124310534,2,42,False,True,False,False,Barato
1601,1795,1_story_1946_,RL,9.25483561186273,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1930_1960,1930_1960,Hip,CompShg,Plywood,Plywood,Stone,143,TA,TA,CBlock,TA,TA,No,Unf,6.30444880242198,Unf,0,6.32793678372919,1105,GasA,Gd,Y,FuseA,1105,0,0,7.00850518208228,0,0,1,0,3,0.693147180559945,TA,5,Typ,0,NA,Detchd,1957,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,12.0948178796224,7.7007477945118,1,0,False,True,False,False,Normal
1602,1796,1_story_1946_,RL,9.10509096125709,Pave,NA,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1930_1960,1930_1960,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82,TA,TA,CBlock,Gd,TA,Gd,Unf,0,Unf,0,5.08140436498446,160,GasA,Fa,Y,SBrkr,1142,0,0,7.04141166379481,0,0,1,0,2,0.693147180559945,TA,5,Typ,1,Gd,Basment,1958,RFn,1,384,TA,TA,Y,0,28,64,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,12.0003068955188,7.17165682276851,1,92,False,True,True,False,Barato
1603,1797,1_5 story_fin,RL,8.99528899055931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1930_1960,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Unf,6.43294009273918,Unf,0,5.16478597392351,795,GasA,Gd,N,SBrkr,765,368,0,7.0335064842877,0,0,1,0,3,0.693147180559945,TA,5,Typ,0,NA,Detchd,1989,Unf,2,900,TA,TA,Y,0,0,0,0,231,0,NA,NA,NA,0,12,2009,COD,Abnorml,12.1176658466245,7.56423847517049,1,231,False,True,False,True,Caro
1604,1798,1_story_1946_,RL,8.90259163737409,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1930_1960,1930_1960,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,6.94889722231331,1041,GasA,Gd,Y,SBrkr,1041,0,0,6.94889722231331,0,0,1,0,3,0.693147180559945,TA,6,Typ,0,NA,Attchd,1958,RFn,1,294,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,3,2009,WD,Normal,12.0536698574201,7.64108424917491,1,0,False,True,False,False,Normal
1605,1799,1_story_1946_,RL,8.88197518424887,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,BLQ,6.44730586254121,BLQ,102,0,732,GasA,TA,Y,SBrkr,732,0,0,6.59714570188665,1,0,1,0,2,0.693147180559945,TA,4,Typ,0,NA,Detchd,1952,Unf,1,240,TA,TA,Y,0,68,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,12.0124074414046,7.28892769452126,2,68,False,True,False,False,Barato
1606,1801,1_5 story_fin,RL,9.28739400141847,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1930_1960,1990_,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,6.72503364216684,832,GasA,TA,Y,FuseF,832,629,0,7.28756064030972,0,0,2,0,4,0.693147180559945,TA,6,Typ,0,NA,Detchd,1949,Unf,1,384,TA,TA,Y,0,204,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,12.1925746924497,7.7376162828579,2,204,False,True,False,True,Caro
1607,1802,1_5 story_fin,RL,8.99528899055931,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1930_1960,1990_,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,4.79579054559674,Unf,0,6.61338421837956,864,GasA,TA,Y,SBrkr,1064,0,431,7.31055015853442,0,0,1,0,3,0.693147180559945,TA,6,Typ,0,NA,Detchd,1994,Unf,2,576,TA,TA,Y,180,36,0,0,0,0,NA,NA,NA,0,8,2009,COD,Abnorml,12.0932292818336,7.56423847517049,1,216,False,True,False,False,Normal
1608,1803,2_story_1946_,RL,8.93208043810331,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1960_1990,1960_1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,6.66057514983969,780,GasA,TA,Y,SBrkr,993,813,0,7.49942329059223,0,0,1,1,4,0.693147180559945,TA,8,Typ,0,NA,Attchd,1964,Unf,2,483,TA,TA,Y,0,55,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,12.1304722091797,7.8578675593318,1.5,55,False,True,False,True,Caro
1609,1804,duplex_all_style_age,RL,9.06009870864564,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1960_1990,1960_1990,Gable,CompShg,Plywood,Plywood,BrkFace,124,TA,Gd,CBlock,Gd,TA,Av,Unf,6.84800527457636,Unf,0,0,941,GasA,Gd,Y,SBrkr,941,0,0,6.84800527457636,1,0,1,0,2,0.693147180559945,Gd,4,Typ,0,NA,Attchd,1978,Unf,2,564,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,12.0421389067765,7.54009032014532,2,40,False,True,False,False,Normal
1610,1805,1_story_1946_,RL,8.97929064909088,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960_1990,1960_1990,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,6.71780469502369,Unf,0,5.39362754635236,1045,GasA,TA,Y,SBrkr,1045,0,0,6.95272864462487,1,0,1,0,3,0.693147180559945,TA,6,Typ,1,Fa,Attchd,1963,RFn,1,264,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,12.066733765219,7.64491934495886,2,0,False,True,True,False,Normal
1611,1806,1_5 story_fin,RM,8.31409733540581,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1930_1960,1990_,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,6.80461452006262,901,GasA,Gd,Y,SBrkr,861,517,0,7.2291138777933,0,0,1,0,3,0.693147180559945,Gd,6,Typ,0,NA,Detchd,1920,Unf,1,162,Fa,Fa,P,54,0,40,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.0353297819358,7.73149202924568,1,94,False,True,False,True,Barato
1612,1807,duplex_all_style_age,RM,9.24067557177226,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,1900_1930,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,Unf,6.45204895443723,Unf,0,5.82894561761021,972,GasA,Gd,N,FuseA,972,972,0,7.57301725605255,1,0,2,0,4,1.09861228866811,TA,12,Typ,0,NA,Detchd,1920,Unf,2,324,Fa,TA,N,0,28,169,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.1763271994694,7.97796809312855,3,197,False,True,False,True,Caro
1613,1808,1_5 story_fin,RM,9.65892882446643,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1900_1930,1990_,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,5.48479693349065,240,GasA,TA,Y,SBrkr,810,496,0,7.17548971362422,0,0,1,1,3,0.693147180559945,Gd,6,Typ,0,NA,Detchd,1959,Unf,2,472,Fa,TA,N,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal,12.1678641127438,7.34342622914737,1.5,0,False,True,False,True,Caro
1614,1810,2_story_1945_,RM,8.76514642163902,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1930_1960,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,6.04500531403601,Unf,0,5.59842195899838,690,GasA,TA,Y,FuseA,868,690,0,7.35179986905778,0,0,1,1,3,0.693147180559945,TA,7,Typ,1,Gd,Detchd,1939,Unf,2,400,TA,TA,Y,0,36,0,0,182,0,NA,MnPrv,NA,0,10,2009,WD,Normal,12.0873166525344,7.71779621101358,1.5,218,False,True,True,True,Normal
1615,1811,2_family_conversion,RM,8.93958096672031,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1900_1930,1930_1960,Gable,CompShg,AsbShng,AsbShng,None,0,Fa,TA,BrkTil,Fa,Po,No,Unf,0,Unf,0,6.39859493453521,600,GasA,Gd,N,SBrkr,1101,600,0,7.43955930913332,0,0,2,0,4,1.09861228866811,Fa,8,Typ,0,NA,NA,1950,NA,0,0,NA,NA,N,0,0,148,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,12.1719145777752,7.74109909003537,2,148,False,True,False,True,Caro
1616,1812,1_5 story_fin,RM,9.2237500588861,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1900_1930,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,6.68710860786651,801,GasA,Gd,N,SBrkr,801,646,0,7.27793857294566,0,0,1,0,3,0.693147180559945,TA,6,Typ,0,NA,NA,1950,NA,0,0,NA,NA,N,80,0,244,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,12.1097107484014,7.71779621101358,1,324,False,True,False,True,Caro
1617,1813,1_5 story_fin,RM,8.69968140098951,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1930_1960,1960_1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Ex,CBlock,TA,TA,No,Unf,5.95324333428778,Unf,0,5.95324333428778,768,GasA,TA,Y,FuseA,768,560,0,7.19218205871325,0,0,1,1,3,0.693147180559945,TA,6,Typ,0,NA,Detchd,1950,Unf,1,308,TA,TA,Y,0,12,0,0,0,0,NA,MnPrv,NA,0,3,2009,WD,Normal,12.0380776926431,7.64778604544093,1.5,12,False,True,False,True,Barato
1618,1814,1_story_1945_,RM,8.9099107267019,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1900_1930,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,6.75925527066369,861,GasA,TA,Y,SBrkr,861,0,0,6.75925527066369,0,0,1,0,2,0.693147180559945,TA,5,Typ,0,NA,Detchd,1920,Unf,2,288,TA,TA,N,0,0,128,0,0,0,NA,NA,NA,0,11,2009,Oth,Normal,12.0281295281911,7.45124168498768,1,128,False,True,False,False,Barato
1619,1815,1_story_1945_,RM,8.68710472813351,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1930_1960,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,NA,NA,NA,NA,0,NA,0,0,0,GasA,Fa,N,FuseA,612,0,0,6.41836493593621,0,0,1,0,1,0.693147180559945,TA,4,Typ,0,NA,Detchd,1965,Unf,1,308,TA,Fa,N,0,0,25,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,11.9191003554013,6.41673228251233,1,25,False,False,False,False,Barato
1620,1816,1_story_1945_,RM,9.05028898382796,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1900_1930,1930_1960,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,Fa,TA,No,Unf,0,Unf,0,6.4377516497364,624,GasA,TA,Y,SBrkr,792,0,0,6.67582322163485,0,0,1,0,2,0.693147180559945,TA,5,Typ,0,NA,Detchd,1963,Unf,1,287,TA,TA,Y,0,0,81,0,0,0,NA,GdWo,NA,0,2,2009,WD,Normal,11.9807411040969,7.25559127425367,1,81,False,True,False,False,Barato
1621,1817,2_story_1945_,RM,9.16962253869762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1900_1930,1930_1960,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0,Unf,0,6.5191472879404,677,GasA,TA,Y,SBrkr,833,677,0,7.32052696227274,0,0,2,0,3,0.693147180559945,Gd,7,Typ,0,NA,Detchd,1974,Unf,2,720,TA,TA,N,0,0,160,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.0977702288039,7.69028602067677,2,160,False,True,False,True,Normal
1622,1818,2_story_1945_,RM,9.03610602536485,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900_1930,1930_1960,Gable,CompShg,Stucco,BrkFace,None,0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0,Unf,0,6.82219739062049,917,GasA,Gd,Y,FuseA,1090,917,0,7.60489448081162,0,0,2,0,3,0.693147180559945,Ex,8,Typ,0,NA,Detchd,1930,Unf,1,357,TA,TA,Y,0,235,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.0845239722553,7.98070782086967,2,235,False,True,False,True,Normal
1623,1819,2_story_1945_,RM,8.18896686364888,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1900_1930,1990_,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,6.4377516497364,624,GasA,Ex,Y,SBrkr,664,624,0,7.16162200293919,1,0,1,0,3,0.693147180559945,Ex,5,Typ,1,Gd,Attchd,1917,Unf,1,280,TA,TA,N,0,103,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,12.0230995565059,7.55590509361135,2,103,False,True,True,True,Barato
1624,1820,1_story_1945_,C (all),8.10198073185319,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,1900_1930,1930_1960,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,6.4377516497364,624,GasA,Ex,Y,SBrkr,816,0,0,6.70563909486,0,0,1,0,2,0.693147180559945,TA,5,Typ,1,Gd,NA,1950,NA,0,0,NA,NA,N,0,33,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,11.9433869724938,7.27239839257005,1,33,False,True,True,False,Barato
1625,1821,1_5 story_fin,RM,8.59433940059289,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1900_1930,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,6.880384082186,972,GasA,Ex,Y,SBrkr,1044,0,436,7.3004728142678,0,0,1,0,3,0.693147180559945,TA,6,Typ,0,NA,Detchd,1920,Unf,1,207,Fa,TA,Y,0,0,176,0,0,0,NA,NA,NA,0,9,2009,ConLI,Family,12.0697955014674,7.60887062919126,1,176,False,True,False,False,Normal
1626,1824,1_story_1945_,RL,8.79724623670353,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1900_1930,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,6.93049476595163,1022,GasA,TA,N,FuseA,1432,0,0,7.26752542782817,0,0,1,0,3,0.693147180559945,Gd,6,Typ,1,Gd,BuiltIn,1923,Unf,1,216,Fa,TA,Y,266,61,0,0,0,0,NA,GdWo,NA,0,9,2009,WD,Normal,12.0834038643328,7.80547462527086,1,327,False,True,True,False,Normal
1627,1825,2_story_1945_,RL,8.50936261230105,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1900_1930,1960_1990,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,5.6970934865054,297,GasA,Ex,Y,SBrkr,1001,653,0,7.41155628781116,0,0,2,0,3,0.693147180559945,TA,7,Typ,1,Gd,Detchd,1955,Unf,1,336,TA,TA,N,244,60,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,12.0390414657303,7.57609734062311,2,304,False,True,True,True,Barato
1628,1827,1_story_1945_,RM,8.71948076085107,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1900_1930,1990_,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,6.86797440897029,960,GasA,Gd,Y,SBrkr,995,0,0,6.9037472575846,0,0,1,0,2,0.693147180559945,TA,5,Typ,0,NA,Detchd,1926,Unf,1,264,TA,TA,Y,0,15,51,0,0,0,NA,MnPrv,NA,0,3,2009,WD,Abnorml,11.9578157832846,7.57814547241947,1,66,False,True,False,False,Barato
1629,1828,1_5 story_fin,RM,8.71948076085107,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1930_1960,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,5.61312810638807,Unf,0,6.52209279817015,952,GasA,TA,Y,FuseA,994,588,0,7.36707705988101,0,0,2,0,3,0.693147180559945,TA,6,Typ,1,Gd,Detchd,1938,Unf,1,250,Fa,TA,Y,189,0,34,150,0,0,NA,NA,NA,0,2,2009,WD,Normal,12.0329262220128,7.83755436088108,2,373,False,True,True,True,Barato
1630,1829,1_story_1945_,RM,9.0636947916347,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1900_1930,1930_1960,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,4.90527477843843,Unf,0,6.84481547920826,1072,GasA,TA,Y,SBrkr,1072,0,0,6.9782137426307,1,0,1,0,2,0.693147180559945,TA,5,Typ,0,NA,Detchd,1982,Unf,5,1184,Fa,TA,P,0,0,105,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,12.0227865278021,7.67042852219069,2,105,False,True,False,False,Barato
1631,1830,2_story_1945_,RM,8.99900186611174,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1900_1930,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,6.9555926083963,1048,GasA,Gd,Y,FuseA,1048,720,0,7.47816969415979,0,0,2,0,3,0.693147180559945,TA,8,Typ,0,NA,Detchd,1930,Unf,2,576,Fa,Fa,Y,0,0,150,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.0811179121125,7.94307271727793,2,150,False,True,False,True,Normal
1632,1831,2_story_1945_,RM,9.20321504703359,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1900_1930,1990_,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,6.51174532964473,672,GasA,Fa,Y,SBrkr,1272,672,0,7.57301725605255,0,0,2,0,3,0.693147180559945,TA,8,Min2,0,NA,Detchd,1915,Unf,1,216,TA,TA,N,24,28,0,0,0,0,NA,NA,Shed,400,6,2009,WD,Normal,12.1013605449012,7.86940171257709,2,52,False,True,False,True,Normal
1633,1832,duplex_all_style_age,RM,8.00670084544037,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,1900_1930,1930_1960,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,6.94793706861497,1040,GasA,TA,N,SBrkr,1088,1040,0,7.66340766489348,0,0,2,0,4,1.09861228866811,TA,11,Sev,0,NA,NA,1950,NA,0,0,NA,NA,Y,0,56,0,0,0,0,NA,NA,NA,0,9,2009,WD,Abnorml,12.117638842416,8.06085575293432,2,56,False,True,False,True,Caro
1634,1834,2_story_1945_,RM,8.66146668057266,Pave,NA,IR2,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,1900_1930,1990_,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,6.18208490671663,483,GasA,Ex,Y,SBrkr,741,686,0,7.26403014289953,0,0,1,0,3,0.693147180559945,Gd,7,Typ,0,NA,Attchd,1915,Unf,1,379,TA,TA,Y,0,24,112,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,12.0288814205076,7.55485852104068,1,136,False,True,False,True,Barato
1635,1836,1_5 story_fin,RM,8.54888563814873,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1900_1930,1930_1960,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,7.09423484592476,1204,GasA,TA,Y,FuseA,1204,462,0,7.41878088275079,0,0,1,0,3,0.693147180559945,TA,4,Typ,0,NA,Detchd,1927,Unf,1,384,Fa,TA,Y,0,0,148,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,12.060716939366,7.96206730875367,1,148,False,True,False,True,Normal
1636,1837,split_foyer,RM,8.54888563814873,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1900_1930,1930_1960,Hip,CompShg,MetalSd,MetalSd,None,0,TA,Gd,PConc,Gd,Fa,Av,Rec,6.62007320653036,Rec,63,3.85014760171006,858,GasA,TA,Y,SBrkr,892,0,0,6.7945865808765,1,0,1,0,1,0.693147180559945,Gd,5,Min2,0,NA,NA,1949,NA,0,0,NA,NA,N,0,0,105,0,160,0,NA,NA,NA,0,7,2009,COD,Abnorml,11.8864614069989,7.46737106691756,2,265,False,True,False,False,Muy Barato
1637,1838,2_family_conversion,RM,9.24193593356593,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1900_1930,1960_1990,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,5.62401750618734,ALQ,262,5.08140436498446,698,GasA,Ex,Y,FuseF,754,649,0,7.24708058458576,1,0,1,1,3,0.693147180559945,TA,7,Typ,0,NA,Detchd,1915,Unf,1,308,TA,TA,Y,0,0,288,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,12.0808985382878,7.650168700845,2.5,288,False,True,False,True,Normal
1638,1839,1_story_1946_,RL,8.36194190614495,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1930_1960,1990_,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,6.3297209055227,560,GasA,Ex,Y,FuseA,704,0,0,6.55819780281227,0,1,1,0,2,0.693147180559945,Fa,4,Typ,0,NA,CarPort,1946,Unf,1,220,TA,TA,Y,0,0,24,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,11.9769114592783,7.1420365747068,1.5,24,False,True,False,False,Barato
1639,1840,duplex_all_style_age,RL,9.28739400141847,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1960_1990,1960_1990,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,Gd,Gd,Gd,Unf,7.09090982207998,Unf,0,0,1200,GasA,TA,Y,SBrkr,1200,0,0,7.09090982207998,3,0,3,0,3,0.693147180559945,TA,5,Typ,0,NA,NA,1966,NA,0,0,NA,NA,Y,120,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Alloca,12.0924458600578,7.78322401633604,6,120,False,True,False,False,Normal
