"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","has2ndFloor","GrupoPrecio"
"1532",1532,"1_story_1945_","RM",56,4485,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,7,"1910_1920","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",579,"Unf",0,357,936,"GasA","TA","Y","SBrkr",936,0,0,936,1,0,1,0,2,1,"TA",5,"Typ",1,"Gd","NA",1950,"NA",0,0,"NA","NA","P",51,0,135,0,0,0,"NA","MnPrv","NA",0,"5","2010","WD","Normal",154126.270249525,1872,2,186,"FALSE","FALSE",TRUE,"Barato"
"1533",1533,"1_story_1946_","RM",69,5805,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Mod","OldTown","Norm","Norm","1Fam","1Story",5,7,"1950_1960","1950_1960","Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","Rec",274,"Rec",1073,0,1347,"GasA","Gd","Y","SBrkr",1347,0,0,1347,1,1,1,0,3,1,"Gd",6,"Typ",0,"NA","Detchd",1957,"Unf",2,551,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",171104.853481351,2694,2.5,0,"FALSE","FALSE",TRUE,"Barato"
"1534",1534,"1_5_story_unf","RM",50,6900,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,7,"1930_1940","1990_","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,827,827,"GasA","Gd","Y","SBrkr",827,424,0,1251,0,0,1,0,3,1,"Fa",6,"Typ",0,"NA","Detchd",1938,"Unf",1,240,"Fa","TA","N",0,0,0,0,0,0,"NA","NA","NA",0,"1","2010","WD","Normal",167735.39270528,2078,1,0,"FALSE","FALSE",TRUE,"Barato"
"1535",1535,"1_5 story_fin","RM",69,11851,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,7,"1940_1950","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",780,"Unf",0,247,1027,"GasA","Ex","Y","SBrkr",1027,606,0,1633,0,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,100,126,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",183003.613338104,2660,1,226,"FALSE","FALSE",TRUE,"Barato"
"1536",1536,"1_5 story_fin","RM",NA,8239,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,"1910_1920","1960_1970","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",176,"Unf",0,832,1008,"GasA","TA","Y","SBrkr",1060,185,0,1245,0,0,1,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1962,"Unf",1,315,"TA","TA","Y",0,0,334,0,0,0,"NA","NA","NA",0,"3","2010","WD","Normal",172580.381161499,2253,1,334,"FALSE","FALSE",TRUE,"Barato"
"1537",1537,"1_story_1945_","RM",68,9656,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",2,2,"1920_1930","1960_1970","Gable","CompShg","AsbShng","AsbShng","None",0,"TA","Fa","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,678,678,"GasA","TA","N","SBrkr",832,0,0,832,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1928,"Unf",2,780,"Fa","Fa","N",0,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Abnorml",165407.889104689,1510,1,0,"FALSE","FALSE",TRUE,"Barato"
"1538",1538,"2_story_1945_","RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,9,"_1910","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,930,930,"GasW","TA","N","SBrkr",930,636,0,1566,0,0,2,0,3,1,"Gd",7,"Typ",0,"NA","Detchd",1930,"Unf",1,288,"TA","TA","Y",54,228,246,0,0,0,"NA","NA","NA",0,"4","2010","WD","Abnorml",176363.773907793,2496,2,528,"FALSE","FALSE",TRUE,"Barato"
"1539",1539,"2_story_1945_","RM",50,9000,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,9,"_1910","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","Stone","Fa","Fa","No","Unf",0,"Unf",0,346,346,"GasA","Ex","Y","SBrkr",1157,1111,0,2268,0,0,3,0,3,1,"Gd",7,"Typ",0,"NA","Detchd",2003,"Unf",2,624,"TA","TA","N",0,108,0,0,0,0,"NA","NA","NA",0,"4","2010","WD","Normal",175182.950898522,2614,3,108,"FALSE","FALSE",TRUE,"Barato"
"1540",1540,"2_family_conversion","RM",100,9045,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",5,3,"_1910","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,840,840,"Grav","Fa","N","FuseF",1128,1128,0,2256,0,0,2,0,4,2,"Fa",12,"Typ",0,"NA","NA",1950,"NA",0,0,"NA","NA","N",0,18,18,0,0,0,"NA","NA","NA",0,"6","2010","WD","Abnorml",190757.177789246,3096,2,36,"FALSE","FALSE",TRUE,"Barato"
"1541",1541,"2_story_1945_","RM",60,10560,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,"1920_1930","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",283,"Unf",0,455,738,"GasA","Ex","Y","SBrkr",868,602,0,1470,0,0,1,1,2,1,"TA",6,"Min1",0,"NA","Detchd",1970,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",167186.995771991,2208,1.5,0,"FALSE","FALSE",TRUE,"Barato"
"1542",1542,"1_5 story_fin","RM",53,5830,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Feedr","1Fam","1.5Fin",5,6,"1940_1950","1990_","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",788,"Unf",0,200,988,"GasA","Ex","Y","SBrkr",1030,582,0,1612,0,0,1,1,3,1,"TA",7,"Typ",0,"NA","Detchd",1950,"Unf",1,363,"TA","TA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"3","2010","WD","Normal",167839.376779276,2600,1.5,0,"FALSE","FALSE",TRUE,"Barato"
"1543",1543,"2_5_story_all_ages","RL",NA,7793,"Pave","NA","IR1","Bnk","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","2.5Unf",7,7,"1920_1930","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf",474,"Unf",0,634,1108,"GasA","TA","N","FuseA",1160,908,0,2068,0,0,1,1,3,1,"Gd",8,"Typ",1,"Gd","Detchd",1928,"Unf",1,315,"TA","TA","Y",0,0,60,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",173912.421165137,3176,1.5,60,"FALSE","FALSE",TRUE,"Barato"
"1544",1544,"1_story_1945_","RM",50,5000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","Norm","1Fam","1Story",4,7,"1920_1930","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",188,"Unf",0,577,765,"GasA","TA","N","FuseF",765,0,0,765,1,0,1,0,2,1,"Gd",4,"Typ",0,"NA","Detchd",1926,"Unf",1,200,"Fa","TA","P",135,0,41,0,0,0,"NA","MnPrv","NA",0,"4","2010","WD","Normal",154034.917445551,1530,2,176,"FALSE","FALSE",TRUE,"Barato"
"1545",1545,"1_5 story_fin","RM",50,6000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,"1930_1940","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Gd","No","LwQ",452,"LwQ",12,144,608,"GasA","TA","Y","SBrkr",608,524,0,1132,1,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1939,"Unf",1,240,"TA","TA","Y",0,0,128,0,0,0,"NA","MnPrv","NA",0,"4","2010","WD","Abnorml",156002.955794336,1740,2,128,"FALSE","FALSE",TRUE,"Barato"
"1546",1546,"1_5 story_fin","RM",50,6000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,"1930_1940","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",264,"Unf",0,308,572,"GasA","Ex","Y","FuseA",848,348,0,1196,0,1,1,1,3,1,"TA",6,"Typ",2,"Gd","Detchd",1973,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"3","2010","WD","Normal",168173.94329857,1768,2,0,"FALSE","FALSE",TRUE,"Barato"
"1547",1547,"1_5 story_fin","RM",53,6360,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1.5Fin",5,6,"1940_1950","1940_1950","Gable","CompShg","MetalSd","MetalSd","Stone",300,"TA","TA","CBlock","TA","TA","No","LwQ",360,"LwQ",159,316,835,"GasA","TA","Y","FuseA",955,498,0,1453,0,0,1,1,3,1,"Gd",7,"Min2",2,"Fa","Detchd",1942,"Unf",1,240,"TA","TA","Y",0,0,35,0,148,0,"NA","NA","NA",0,"3","2010","WD","Normal",168882.437104132,2288,1.5,183,"FALSE","FALSE",TRUE,"Barato"
"1548",1548,"1_5 story_fin","RM",50,6000,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,"1940_1950","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",300,"Unf",0,480,780,"GasA","TA","Y","SBrkr",780,636,0,1416,0,0,1,1,3,1,"TA",6,"Typ",0,"NA","Detchd",1948,"Unf",1,312,"TA","TA","P",221,0,48,0,0,0,"NA","NA","NA",0,"3","2010","WD","Normal",168173.94329857,2196,1.5,269,"FALSE","FALSE",TRUE,"Barato"
"1549",1549,"1_5 story_fin","RM",52,6240,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,"1930_1940","1970_1980","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No","Unf",276,"Unf",0,252,528,"GasA","Gd","Y","SBrkr",548,492,0,1040,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1979,"Fin",2,624,"TA","TA","P",306,0,32,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",157580.177551642,1568,1,338,"FALSE","FALSE",TRUE,"Barato"
"1550",1550,"1_5 story_fin","RM",52,6240,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,"1920_1930","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",448,"Unf",0,480,928,"GasA","TA","Y","FuseF",928,608,0,1536,0,0,2,0,4,1,"TA",7,"Typ",1,"Gd","Detchd",1930,"Unf",2,480,"TA","TA","Y",0,10,0,0,0,0,"NA","MnPrv","NA",0,"3","2010","WD","Normal",181922.15256011,2464,2,10,"FALSE","FALSE",TRUE,"Barato"
"1551",1551,"1_story_1945_","RM",51,6120,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",6,5,"1920_1930","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",960,"Unf",0,164,1124,"GasA","TA","Y","SBrkr",1068,0,0,1068,1,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1923,"Unf",1,288,"TA","TA","Y",0,0,128,0,0,0,"NA","NA","NA",0,"3","2010","WD","Normal",155134.227842592,2192,2,128,"FALSE","FALSE",TRUE,"Barato"
"1552",1552,"1_5 story_fin","RM",57,8094,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,5,"1910_1920","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,"Unf",0,888,888,"GasA","Ex","Y","SBrkr",888,1074,0,1962,0,0,1,1,4,1,"TA",9,"Typ",1,"TA","Detchd",1915,"Unf",2,572,"TA","TA","Y",160,0,364,0,0,0,"NA","GdPrv","NA",0,"6","2010","WD","Normal",188885.573319552,2850,1.5,524,"FALSE","FALSE",TRUE,"Barato"
"1553",1553,"2_story_1945_","RM",60,12900,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,"1910_1920","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","Ex","Y","SBrkr",780,780,0,1560,0,0,1,1,3,1,"Gd",7,"Typ",0,"NA","NA",1950,"NA",0,0,"NA","NA","N",344,0,0,0,168,0,"NA","NA","NA",0,"5","2010","WD","Normal",183963.193012381,2340,1.5,512,"FALSE","FALSE",TRUE,"Barato"
"1554",1554,"2_story_1945_","RM",52,3068,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,"1910_1920","1990_","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,662,662,"GasA","Ex","Y","SBrkr",662,662,0,1324,0,1,1,0,3,1,"TA",6,"Typ",0,"NA","Detchd",1920,"Unf",1,180,"TA","TA","Y",0,0,112,0,0,0,"NA","GdPrv","NA",0,"2","2010","WD","Normal",161298.762306335,1986,1.5,112,"FALSE","FALSE",TRUE,"Barato"
"1555",1555,"1_story_1946_","RL",100,15263,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Feedr","Norm","1Fam","1Story",5,5,"1950_1960","1950_1960","Gable","CompShg","HdBoard","HdBoard","BrkFace",90,"TA","TA","CBlock","Gd","TA","No","Unf",766,"Unf",0,656,1422,"GasA","Gd","Y","SBrkr",1675,0,0,1675,0,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",1959,"Unf",1,365,"TA","TA","Y",0,132,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",188613.66763056,3097,2,132,"FALSE","FALSE",TRUE,"Barato"
"1556",1556,"1_5 story_fin","RL",72,10632,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",5,3,"1910_1920","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","Fa","No","Unf",0,"Unf",0,689,689,"GasA","Gd","N","SBrkr",725,499,0,1224,0,0,1,1,3,1,"4",6,"Mod",0,"NA","Detchd",1917,"Unf",1,180,"Fa","Fa","N",0,0,248,0,0,0,"NA","NA","NA",0,"1","2010","COD","Normal",175080.111822945,1913,1.5,248,"FALSE","FALSE",TRUE,"Barato"
"1557",1557,"2_family_conversion","RL",60,9900,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","2fmCon","1.5Fin",5,4,"1910_1920","1940_1950","Gable","CompShg","Wd Sdng","Wd Shng","None",0,"Fa","Fa","BrkTil","TA","TA","No","Unf",1026,"Unf",0,186,1212,"GasA","TA","N","SBrkr",1212,180,0,1392,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","NA",1944,"NA",0,0,"NA","NA","N",0,0,168,0,0,0,"NA","NA","NA",0,"2","2010","ConLD","Normal",174744.400305232,2604,2,168,"FALSE","FALSE",TRUE,"Barato"
"1558",1558,"1_5 story_fin","RL",65,6001,"Pave","NA","IR1","Bnk","AllPub","Inside","Mod","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,"1930_1940","1940_1950","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",368,"Unf",0,232,600,"GasA","Ex","N","SBrkr",600,319,0,919,0,0,1,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1940,"Unf",1,231,"TA","TA","Y",0,0,45,0,0,0,"NA","MnPrv","NA",0,"3","2010","WD","Normal",168175.911336919,1519,1,45,"FALSE","FALSE",TRUE,"Barato"
"1559",1559,"2_story_1945_","C (all)",NA,6449,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",4,1,"_1910","1940_1950","Gambrel","CompShg","Wd Sdng","Stucco","None",0,"TA","TA","CBlock","TA","TA","No","Unf",73,"Unf",0,634,707,"GasW","TA","N","SBrkr",942,942,0,1884,0,0,1,1,4,1,"TA",7,"Typ",0,"NA","NA",1944,"NA",0,0,"NA","NA","N",0,0,239,0,0,0,"NA","NA","NA",0,"3","2010","WD","Abnorml",182333.472575006,2591,1.5,239,"FALSE","FALSE",TRUE,"Barato"
"1560",1560,"2_family_conversion","RH",60,6048,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Artery","Norm","2fmCon","1.5Fin",5,7,"_1910","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","Mn","Unf",736,"Unf",0,120,856,"GasA","Gd","Y","SBrkr",936,744,0,1680,1,0,2,0,2,2,"TA",7,"Typ",1,"Gd","Detchd",1910,"Unf",2,450,"TA","Fa","P",56,144,0,0,0,0,"NA","NA","NA",0,"6","2010","COD","Normal",158307.206742274,2536,3,200,"FALSE","FALSE",TRUE,"Barato"
"1561",1561,"duplex_all_style_age","RL",72,10773,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,3,"1960_1970","1960_1970","Gable","Tar&Grv","Plywood","Plywood","BrkFace",72,"Fa","Fa","CBlock","TA","TA","No","Unf",704,"Unf",0,1128,1832,"GasA","TA","N","SBrkr",1832,0,0,1832,2,0,2,0,4,2,"TA",8,"Typ",0,"NA","NA",1968,"NA",0,0,"NA","NA","Y",0,58,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",193053.055502348,3664,4,58,"FALSE","FALSE",TRUE,"Barato"
"1562",1562,"1_story_1946_","RL",65,7800,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,"1960_1970","1990_","Hip","CompShg","HdBoard","HdBoard","BrkFace",47,"TA","TA","CBlock","TA","TA","Mn","Rec",240,"Rec",474,150,864,"GasA","Ex","Y","SBrkr",892,0,0,892,1,0,1,0,3,1,"Gd",5,"Typ",0,"NA","Detchd",1966,"Unf",1,416,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",175031.089987177,1756,2,0,"FALSE","FALSE",TRUE,"Barato"
"1563",1563,"1_story_1946_","RL",65,7832,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,"1960_1970","1960_1970","Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",775,"Unf",0,89,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,"TA",4,"Typ",0,"NA","Detchd",1969,"Unf",1,280,"TA","TA","Y",226,0,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",160713.294602908,1728,2,226,"FALSE","FALSE",TRUE,"Barato"
"1564",1564,"duplex_all_style_age","RL",NA,7424,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","SFoyer",5,5,"1970_1980","1970_1980","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","Unf",1319,"Unf",0,0,1319,"GasA","TA","Y","SBrkr",1373,0,0,1373,1,0,1,0,3,1,"TA",5,"Typ",2,"TA","Attchd",1978,"Fin",2,591,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",173186.215014436,2692,2,0,"FALSE","FALSE",TRUE,"Barato"
"1565",1565,"2_story_1946_","RL",86,11227,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",5,5,"1960_1970","1960_1970","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","Gd","No","ALQ",267,"ALQ",453,0,720,"GasA","Ex","Y","SBrkr",720,720,0,1440,0,0,1,1,4,1,"TA",7,"Typ",2,"TA","Attchd",1968,"Unf",2,480,"TA","TA","Y",192,38,0,0,0,0,"NA","MnPrv","NA",0,"3","2010","WD","Normal",191736.7598055,2160,1.5,230,"FALSE","FALSE",TRUE,"Barato"
"1566",1566,"1_story_1946_","RL",NA,20062,"Pave","NA","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,7,"1970_1980","1990_","Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","CBlock","Gd","TA","Gd","Unf",1092,"Unf",0,328,1420,"GasA","Gd","Y","SBrkr",1483,0,0,1483,1,0,1,1,1,1,"TA",4,"Typ",2,"TA","Attchd",1977,"RFn",2,690,"TA","TA","Y",496,0,0,0,0,0,"NA","NA","NA",0,"4","2010","WD","Normal",170401.630997116,2903,2.5,496,"FALSE","FALSE",TRUE,"Barato"
"1567",1567,"1_story_1945_","RL",94,9259,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,4,"1920_1930","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,660,660,"GasA","TA","N","SBrkr",756,0,0,756,0,0,1,0,2,1,"TA",4,"Typ",0,"NA","Detchd",1945,"Unf",2,440,"TA","TA","N",80,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",164626.577880222,1416,1,80,"FALSE","FALSE",TRUE,"Barato"
"1568",1568,"2_story_1946_","RL",NA,17082,"Pave","NA","IR1","Low","AllPub","CulDSac","Mod","ClearCr","Norm","Norm","1Fam","2Story",6,5,"1970_1980","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",288,"TA","TA","PConc","Gd","TA","Av","Unf",964,"Unf",0,153,1117,"GasA","Ex","Y","SBrkr",1117,864,0,1981,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1978,"Fin",2,522,"TA","TA","Y",336,104,0,0,0,0,"NA","NA","NA",0,"5","2010","WD","Normal",205469.409444832,3098,3.5,440,"FALSE","FALSE",TRUE,"Barato"
"1569",1569,"1_5 story_fin","RL",124,18600,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",3,4,"1930_1940","1980_1990","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","LwQ",288,"LwQ",684,0,972,"GasA","TA","Y","FuseA",1052,558,0,1610,0,1,2,0,4,1,"Fa",8,"Typ",1,"Gd","Attchd",1938,"RFn",1,480,"TA","TA","Y",0,0,60,0,0,0,"NA","NA","Shed",450,"6","2010","WD","Normal",209561.784211885,2582,2.5,60,"FALSE","FALSE",TRUE,"Barato"
"1570",1570,"1_story_1946_","RL",65,11479,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,7,"1940_1950","1980_1990","Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",104,"Rec",387,172,663,"GasA","Ex","Y","SBrkr",1074,0,0,1074,1,0,1,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1987,"Unf",1,467,"TA","TA","Y",0,52,52,0,0,0,"NA","MnPrv","NA",0,"6","2010","WD","Normal",182271.503072356,1737,2,104,"FALSE","FALSE",TRUE,"Barato"
"1571",1571,"1_5 story_fin","RL",50,9350,"Pave","NA","Reg","Bnk","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,6,"1940_1950","1970_1980","Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","Fa","No","Unf",192,"Unf",0,564,756,"GasA","Ex","Y","SBrkr",1169,0,362,1531,0,0,1,0,3,1,"TA",8,"Typ",1,"TA","Detchd",1947,"Unf",1,209,"Fa","TA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"6","2010","WD","Normal",178081.549427793,1925,1,0,"FALSE","FALSE",TRUE,"Barato"
"1572",1572,"1_story_1946_","RL",75,9525,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,"1950_1960","1990_","Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",954,"Unf",0,218,1172,"GasA","TA","Y","SBrkr",1172,0,0,1172,1,0,1,0,3,1,"TA",5,"Typ",0,"NA","Attchd",1954,"Fin",1,366,"TA","TA","Y",240,0,0,0,0,0,"NA","NA","NA",0,"6","2010","WD","Normal",178425.956138831,2344,2,240,"FALSE","FALSE",TRUE,"Barato"
