"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasBasement","hasFirePlaces","has2ndFloor","GrupoPrecio"
"147","2_story_PUD_1946","RL",-1.10905161318836,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","TwnhsE","2Story",7,5,"1960_1990","1960_1990","Gable","CompShg","HdBoard","HdBoard","None",-0.644760428806657,"Gd","TA","CBlock","Gd","TA","Mn","LwQ",0.824286808217795,"LwQ",0.456495710252245,-0.237048070821236,0.355157423928315,"GasA","Gd","Y","SBrkr",0.120648902418876,1.22165236309258,-0.123746348511058,1.16405201724376,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",-0.412192623711549,"Min1",0.575826068296276,"TA","Attchd",0.196447529254726,"Fin",0.179818961080594,0.378449095255561,"TA","TA","Y",0.782405878445638,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"9","2007","WD","Normal",0.563641548314577,0.978880703072473,0.849551647867348,0.153048205619545,"False","True","True","True","Caro"
"148","1_story_PUD_1946_","RL",-1.98945791110621,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",-0.544988032245566,"Gd","TA","PConc","Gd","TA","No","Unf",-0.398229660571676,"Unf",-0.331643014397708,0.839857652648589,0.516203796334901,"GasA","Ex","Y","SBrkr",0.33817581059234,-0.914952241455898,-0.123746348511058,-0.501735829829642,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Gd",-0.412192623711549,"Typ",0.575826068296276,"TA","Attchd",0.986379612251899,"Fin",0.179818961080594,-0.394137430266415,"TA","TA","Y",0.276639329732984,-0.455885760413014,-0.343723937474906,-0.135897953653059,2.47651550391081,0,"NA","NA","NA",-0.130244470789518,"4","2010","WD","Normal",0.30609537277096,0.0695041177816802,-0.313680608443329,0.702732204427837,"False","True","True","False","Caro"
"149","1_story_1946_","RL",0.697979702887971,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,4,"1930_1960","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","BrkCmn",-0.226963518207089,"TA","TA","CBlock","TA","TA","No","BLQ",0.269016041352052,"BLQ",2.6217119867631,0.0177622616665057,0.218512017037878,"GasA","Ex","Y","SBrkr",1.80854756963829,-0.914952241455898,-0.123746348511058,0.670835680034376,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",0.938180757036717,"Maj1",0.575826068296276,"TA","Attchd",-0.869960782791459,"RFn",0.179818961080594,-0.11033013517671,"TA","TA","Y",-0.734893767692323,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","GdPrv","NA",-0.130244470789518,"1","2006","WD","Normal",-0.40405196195916,0.59492016899254,0.849551647867348,-1.16981768162239,"False","True","True","False","Barato"
"150","1_story_1946_","RL",0.30466945954455,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,"1960_1990","1960_1990","Gable","CompShg","MetalSd","MetalSd","BrkFace",1.23844355628393,"TA","TA","CBlock","TA","TA","No","Unf",0.828473384883909,"Unf",-0.331643014397708,0.560834224437471,1.32387575491945,"GasA","TA","Y","SBrkr",1.2137904536197,-0.914952241455898,-0.123746348511058,0.244785108235584,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",0.262994066662584,"Typ",0.575826068296276,"Gd","Attchd",-0.317008324693437,"Unf",0.179818961080594,0.105153181465474,"TA","TA","Y",-0.734893767692323,-0.0830311397714578,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2007","WD","Normal",0.0929527881877021,0.864685446457474,-0.313680608443329,-0.904036407473323,"False","True","True","False","Normal"
"151","1_story_1946_","RL",-0.658326205857839,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,"1930_1960","1930_1960","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"TA","TA","PConc","Ex","Gd","Mn","ALQ",0.346514573055522,"ALQ",2.05442532231726,-0.127527957892157,-0.157262851910824,"GasA","Fa","Y","FuseA",0.0050016854152626,-0.914952241455898,-0.123746348511058,-0.83622902682685,-0.794187118669497,3.71234738354721,-1.08929782237594,-0.811822603525268,-1.18833106274372,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Detchd",-1.06744380354075,"Unf",-1.32054549543561,-1.03533168954316,"TA","TA","Y",-0.734893767692323,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"9","2006","WD","Normal",-1.15770213260115,-0.525125788664941,-0.895296736598667,-1.16981768162239,"False","True","False","False","Barato"
"152","1_story_1946_","RM",-0.786645545257701,"Pave","Pave","Reg","Bnk","AllPub","Inside","Mod","OldTown","Norm","Norm","2fmCon","1Story",4,4,"1930_1960","1930_1960","Gable","CompShg","MetalSd","MetalSd","None",-0.644760428806657,"Fa","TA","CBlock","Fa","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.685777678924259,-0.264627100181882,"GasA","TA","N","SBrkr",-0.578741409936312,-0.914952241455898,-0.123746348511058,-1.51762364366191,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,-1.18833106274372,-0.17542048164079,"TA",-1.76256600445982,"Min2",-0.946407201358236,"NA","Detchd",-0.198518512243861,"Unf",0.179818961080594,0.373193404605751,"TA","TA","Y",-0.734893767692323,-0.269458450092236,1.49768068922692,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"2","2009","WD","Normal",-2.09864262354055,-0.970685682935402,-1.47691286475401,-0.299988057134541,"False","True","False","False","Barato"
"153","1_story_1946_","RL",0.475119877401851,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Somerst","RRNn","Norm","1Fam","1Story",9,5,"1990_","1990_","Hip","CompShg","VinylSd","ImStucc","Stone",1.23844355628393,"Ex","TA","PConc","Ex","Gd","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,1.08432072866939,2.099826458333,"GasA","Ex","Y","SBrkr",2.08940509664706,-0.914952241455898,-0.123746348511058,0.854578723462313,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Ex",0.938180757036717,"Typ",0.575826068296276,"Gd","Attchd",1.06537282055162,"Fin",1.6801834175968,1.48739982236533,"TA","TA","Y",-0.734893767692323,2.20070341165808,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2007","WD","Normal",2.00068603435235,1.49956281487756,-0.313680608443329,-0.0160853324753136,"False","True","True","False","Caro"
"154","1_story_1946_","RL",2.00490111778252,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,7,"1960_1990","1960_1990","Gable","CompShg","HdBoard","HdBoard","BrkFace",0.53380100557123,"TA","TA","CBlock","TA","TA","No","Unf",0.707898751799184,"Unf",-0.331643014397708,0.43183704700563,0.350277230825085,"GasA","TA","Y","SBrkr",0.115141892085371,-0.914952241455898,-0.123746348511058,-0.721906175904333,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Attchd",-0.672477762042165,"Unf",-1.32054549543561,-1.01430892694392,"TA","TA","P",1.07339485167758,-0.160709185738449,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2010","WD","Normal",-0.342558775101137,-0.141926329729876,-1.47691286475401,0.642327369393958,"False","True","False","False","Barato"
"155","2_5_story_all_ages","RL",0.510224343913352,"Pave","Pave","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","PosN","Norm","1Fam","2.5Unf",6,6,"1900_1930","1990_","Gable","CompShg","Wd Sdng","Wd Shng","None",-0.644760428806657,"TA","TA","BrkTil","TA","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.62777272101997,-0.489115982930457,"GasA","Gd","N","FuseA",0.822792719940817,0.720737283581772,-0.123746348511058,1.23362074486751,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,2.76126719973644,-0.17542048164079,"Gd",2.28855413778498,"Typ",-0.946407201358236,"NA","Detchd",-1.93636909483764,"Unf",0.179818961080594,-0.336324833118512,"TA","TA","Y",-0.734893767692323,0.165538607322913,4.06249427641875,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"7","2009","WD","Normal",0.673706122178747,0.643111416591658,-0.313680608443329,0.811460907488817,"False","True","False","True","Caro"
"156","2_story_1946_","RL",0.0753060240237694,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",1.99297230527719,"Gd","TA","PConc","Gd","TA","No","Unf",0.915017095567125,"Unf",-0.331643014397708,0.0880120713633744,0.857817313560994,"GasA","Ex","Y","SBrkr",0.718159523604214,1.42344279796661,-0.123746348511058,1.61473844950877,1.03381254240598,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",0.575826068296276,"TA","Attchd",0.709903383202888,"Fin",1.6801834175968,1.9183664556497,"TA","TA","Y",-0.734893767692323,0.320894699256895,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2006","WD","Normal",2.27895081360392,1.47943221523418,1.43116777602269,-0.746983836385239,"False","True","True","True","Caro"
"157","1_story_PUD_1946_","FV",-1.84437757484316,"Pave","Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",7,5,"1990_","1990_","Gable","CompShg","MetalSd","MetalSd","None",-0.644760428806657,"Gd","TA","PConc","Gd","TA","No","Unf",-0.398229660571676,"Unf",-0.331643014397708,0.830216037361396,0.464961768750988,"GasA","Ex","Y","SBrkr",0.272091686590275,-0.914952241455898,-0.123746348511058,-0.565472439823988,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,-2.50486381690378,-0.17542048164079,"Gd",-1.08737931408568,"Typ",-0.946407201358236,"NA","Attchd",0.986379612251899,"RFn",0.179818961080594,-0.0525175380288066,"TA","TA","Y",-0.734893767692323,0.786962975058841,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2008","WD","Normal",-0.702031860244484,0.00699372305510768,-0.313680608443329,-0.565769331283605,"False","True","False","False","Barato"
"158","2_story_1945_","RL",-0.432970838416891,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2.5Unf",7,7,"1900_1930","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"TA","TA","BrkTil","TA","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.63240310864254,-0.472035307069152,"GasA","Gd","Y","SBrkr",-0.768733266442249,1.1053261124005,-0.123746348511058,0.509598290923105,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,1.44473444557639,-0.17542048164079,"Gd",0.938180757036717,"Typ",0.575826068296276,"TA","Detchd",-2.05485890728722,"Unf",0.179818961080594,-1.26658207813477,"TA","TA","Y",1.28124411827182,-0.766597944280978,0.642742826829644,-0.135897953653059,2.64858127491346,0,"NA","GdPrv","NA",-0.130244470789518,"10","2007","WD","Normal",0.345560656436873,0.129557385407367,0.26793551971201,1.87458600408507,"False","True","True","True","Caro"
"159","2_story_1945_","RM",-0.0176341676838478,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",5,6,"1900_1930","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"TA","TA","BrkTil","Fa","Fa","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.46917750260322,-0.996656065666366,"GasA","TA","Y","FuseA",-0.157455119423147,0.654265140329153,-0.123746348511058,0.571216347704376,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"Ex",0.938180757036717,"Typ",-0.946407201358236,"NA","Detchd",-1.65989286578863,"Unf",-1.32054549543561,-1.39271865373019,"Fa","Po","N",-0.734893767692323,-0.766597944280978,4.47352209487898,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"6","2006","WD","Abnorml",-1.14429865409141,-0.127326649164606,-1.47691286475401,0.600043984870244,"False","True","False","True","Barato"
"160","1_story_1946_","RL",0.504151780929679,"Pave","NA","Reg","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,"1960_1990","1960_1990","Gable","CompShg","Plywood","Plywood","BrkFace",-0.0336544998699748,"TA","TA","CBlock","Gd","TA","No","Unf",0.80390815538803,"Unf",-0.331643014397708,0.16879288786712,0.264873851518562,"GasA","TA","Y","SBrkr",0.0848533352510912,-0.914952241455898,-0.123746348511058,-0.75295697179803,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",-0.412192623711549,"Typ",-0.946407201358236,"NA","Attchd",0.196447529254726,"Fin",0.179818961080594,-0.0525175380288066,"TA","TA","Y",0.678481245148517,0.833569802639035,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"8","2007","WD","Normal",0.234567452539832,-0.20988609145067,-0.313680608443329,0.684610753917673,"False","True","False","False","Caro"
"161","duplex_all_style_age","RH",-0.703164614645137,"Pave","NA","Reg","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story",5,6,"1930_1960","1930_1960","Gable","CompShg","MetalSd","MetalSd","None",-0.644760428806657,"TA","TA","CBlock","TA","TA","No","Unf",0.45148180023061,"Unf",-0.331643014397708,0.536360987644938,-0.10602082432691,"GasA","TA","N","FuseA",-0.399763574097386,1.46142687982525,-0.123746348511058,1.02041151479236,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,1.44473444557639,5.6792380931206,"TA",0.938180757036717,"Typ",-0.946407201358236,"NA","2Types",-1.18593361599033,"Unf",1.6801834175968,1.92362214629951,"TA","TA","Y",-0.734893767692323,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"8","2007","WD","Normal",-0.625291021190945,0.67217176668195,-0.313680608443329,-1.16981768162239,"False","True","False","True","Barato"
"162","2_story_1946_","FV",0.0597916354086963,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",4.14431460612571,"Gd","TA","PConc","Ex","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.75181872587402,0.0208641963570672,"GasA","Ex","Y","SBrkr",-0.256581305426245,1.31423856262302,-0.123746348511058,1.00369096283091,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",1.61336744741085,"Typ",0.575826068296276,"Gd","Attchd",0.946883008102041,"RFn",0.179818961080594,0.751603131392025,"TA","TA","Y",0.235069476414136,-0.0674955305780596,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"8","2008","WD","Normal",1.18176317042872,0.720452804381237,0.26793551971201,-0.0523282334956405,"False","True","True","True","Caro"
"163","split_multi_level","RL",0.144269409821317,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","SLvl",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"TA","TA","PConc","Gd","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.137861318066559,-1.68964348632501,"GasA","Gd","Y","SBrkr",-1.19552656728892,0.818071493344536,-0.123746348511058,-0.0750962136600848,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","BuiltIn",1.10486942470148,"Fin",0.179818961080594,-0.551808149760695,"TA","TA","Y",-0.042062879044852,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2008","WD","Normal",0.0652906817622477,-1.11863051371012,0.26793551971201,-0.565769331283605,"False","True","False","True","Normal"
"164","2_story_1946_","RL",0.398335649059792,"Pave","NA","IR1","HLS","AllPub","FR2","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"TA","TA","PConc","Gd","TA","Av","Unf",0.772633457246435,"Unf",-0.331643014397708,-0.635468685765045,-0.591600038098285,"GasA","Gd","Y","SBrkr",-0.947711102281175,0.768217385905072,-0.123746348511058,0.0809473060615487,1.03381254240598,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",0.938180757036717,"Typ",0.575826068296276,"TA","Attchd",0.709903383202888,"Fin",0.179818961080594,-0.483484171313174,"TA","TA","Y",-0.0767044234772256,0.398572745223886,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2006","WD","Normal",0.182890258329122,-0.235341746947768,1.43116777602269,-0.142935486046458,"False","True","True","True","Normal"
"165","2_story_1946_","RL",1.07639229093469,"Pave","NA","IR1","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story",9,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",3.09670444223425,"Gd","Ex","PConc","Ex","TA","Gd","Unf",0.958909601345616,"Unf",-0.331643014397708,-0.237048070821236,0.862697506664224,"GasA","Ex","Y","SBrkr",0.737434059771483,2.37067083931643,-0.123746348511058,2.13828354537756,1.03381254240598,-0.268362461461244,2.59225304565415,1.12350449595015,0.128201691416335,-0.17542048164079,"Ex",2.96374082815912,"Typ",0.575826068296276,"Gd","BuiltIn",1.02587621640176,"Fin",1.6801834175968,0.867228325687831,"TA","TA","Y",0.526058449646074,-0.191780404125245,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2006","New","Partial",0.29727710958199,1.83502276754058,2.59440003233336,0.153048205619545,"False","True","True","True","Caro"
"166","split_multi_level","RL",0.876326072221122,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","SLvl",7,5,"1960_1990","1960_1990","Hip","CompShg","Plywood","Plywood","BrkFace",1.28832975456448,"TA","TA","PConc","Gd","TA","Gd","ALQ",0.854912980185425,"ALQ",2.37054689868784,-0.477164605564332,1.46540135491312,"GasA","Ex","Y","SBrkr",0.916411895610409,-0.914952241455898,-0.123746348511058,0.00948448902195546,2.86181220348146,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Min1",0.575826068296276,"Fa","Attchd",0.314937341704302,"Fin",0.179818961080594,0.38370478590537,"TA","TA","Y",0.817047422878012,2.93087704374779,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"7","2009","WD","Normal",0.272407598289747,0.80948932279984,2.59440003233336,1.62088569694278,"False","True","True","False","Caro"
"167","1_5 story_fin","RM",-0.0176341676838478,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,8,"1900_1930","1990_","Gable","CompShg","Stucco","Stucco","None",-0.644760428806657,"TA","TA","BrkTil","TA","Fa","No","Unf",0.180085443092413,"Unf",-0.331643014397708,0.387774382484138,-0.889291817395308,"GasA","Ex","Y","SBrkr",-1.28363873262501,0.257806285929601,-0.123746348511058,-0.761475699681242,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Gd",-0.412192623711549,"Typ",0.575826068296276,"Gd","Detchd",0.828393195652464,"Unf",0.179818961080594,0.373193404605751,"TA","TA","Y",0.0687900631387433,-0.362672105252625,0.313920572061461,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"6","2007","WD","Normal",-0.160459658518457,-1.00427221313117,-1.47691286475401,-0.0704496840058039,"False","True","True","True","Normal"
"168","2_family_conversion","RM",-0.786645545257701,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1Story",5,7,"1930_1960","1930_1960","Hip","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"TA","TA","CBlock","TA","TA","Av","Unf",0.697760281551362,"Unf",-0.331643014397708,0.186565326104979,-0.206064782943123,"GasA","TA","Y","FuseA",-0.512657285934247,-0.914952241455898,-0.123746348511058,-1.43313207662224,1.03381254240598,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-1.08737931408568,"Typ",-0.946407201358236,"NA","Detchd",-0.119525303944144,"Unf",0.179818961080594,0.373193404605751,"TA","TA","Y",-0.734893767692323,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2006","WD","Normal",4.86974855110867e-05,-0.882676454727534,-0.313680608443329,-1.16981768162239,"False","True","False","False","Normal"
"169","1_story_1946_","FV",-0.363433276135299,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",0.839353970039571,"Gd","TA","PConc","Gd","TA","No","Unf",-0.398229660571676,"Unf",-0.331643014397708,0.890322955703724,0.799254996322235,"GasA","Ex","Y","SBrkr",0.831053235441075,-0.914952241455898,-0.123746348511058,-0.061234121953553,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Gd",-0.412192623711549,"Typ",0.575826068296276,"Gd","Attchd",1.06537282055162,"RFn",0.179818961080594,0.982853519983637,"TA","TA","Y",-0.734893767692323,1.40838734279477,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2009","WD","Normal",-0.256241193781428,0.453607356104982,-0.313680608443329,-0.324149991148092,"False","True","True","False","Barato"
"170","2_story_1946_","RL",1.24818737612997,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","2Story",7,7,"1960_1990","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"Gd","TA","CBlock","TA","TA","Gd","ALQ",0.166497879925955,"ALQ",4.13303294776768,-1.12810216493961,0.360037617031545,"GasA","TA","Y","SBrkr",1.01829158678026,0.630525089167503,-0.123746348511058,1.28486277070092,1.03381254240598,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",1.61336744741085,"Typ",2.09805933795079,"Gd","Attchd",-0.198518512243861,"RFn",0.179818961080594,0.0683633469168086,"TA","TA","Y",0.789334187332113,-0.0364243121912632,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"7","2007","WD","Normal",1.71956917625066,1.06161337077485,1.43116777602269,0.442991413782161,"False","True","True","True","Caro"
"171","1_story_1946_","FV",-0.363433276135299,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"Gd","TA","PConc","Gd","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.851123906970941,0.518643892886516,"GasA","Ex","Y","SBrkr",0.329915295092082,-0.914952241455898,-0.123746348511058,-0.509636722691642,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",-0.412192623711549,"Typ",0.575826068296276,"TA","Attchd",1.02587621640176,"Unf",0.179818961080594,-0.2732565453208,"TA","TA","Y",-0.471618030006284,1.47052977956836,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2006","WD","Normal",0.0174476228579485,0.0667496177700429,-0.313680608443329,-0.0704496840058039,"False","True","True","False","Normal"
"172","1_story_1946_","RL",0.662681197156753,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",0.951597916170798,"Gd","TA","PConc","Gd","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.966464480760211,1.21895160320001,"GasA","Ex","Y","SBrkr",1.09538973144934,-0.914952241455898,-0.123746348511058,0.153076412860423,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",-0.946407201358236,"NA","Attchd",1.18386263300119,"RFn",1.6801834175968,1.90785507435008,"TA","TA","Y",-0.734893767692323,-0.222851622512041,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2010","New","Partial",0.18351115400557,0.769198325063806,-0.313680608443329,-0.958400759003813,"False","True","False","False","Normal"
